UnitID,UnitType,Pincode,District,State,Latitude,Longitude,Capacity,CapacityUnit,StorageCostPerKg
992,VillageCooperative,383275,SABAR KANTHA,GUJARAT,23.982841,73.126159,2734.0,liters,0.1005852231163131
993,VillageCooperative,385330,BANAS KANTHA,GUJARAT,24.192253,71.915433,1722.0,liters,0.15969802555168408
994,VillageCooperative,385330,BANAS KANTHA,GUJARAT,24.080652,71.811382,1616.0,liters,0.17017326732673269
995,VillageCooperative,385330,BANAS KANTHA,GUJARAT,24.220142,71.83481,3723.0,liters,0.0738651625033575
996,VillageCooperative,385310,BANAS KANTHA,GUJARAT,24.596466,71.876281,1437.0,liters,0.19137091162143355
997,VillageCooperative,385310,BANAS KANTHA,GUJARAT,24.519145,71.904475,596.0,liters,0.46140939597315433
998,VillageCooperative,387610,KHEDA,GUJARAT,15.5934,77.3251,3223.0,liters,0.08532423208191127
999,VillageCooperative,387635,KHEDA,GUJARAT,23.0046,72.8751,4455.0,liters,0.06172839506172839
1000,VillageCooperative,387635,KHEDA,GUJARAT,22.9839,72.7657,1883.0,liters,0.1460435475305364
1001,VillageCooperative,387320,KHEDA,GUJARAT,22.1873,72.5899,3190.0,liters,0.08620689655172414
1002,VillageCooperative,387320,KHEDA,GUJARAT,22.1873,72.5899,4225.0,liters,0.0650887573964497
1003,VillageCooperative,387110,KHEDA,GUJARAT,15.5934,72.9882,1157.0,liters,0.23768366464995677
1004,VillageCooperative,387110,KHEDA,GUJARAT,15.5934,72.9882,4518.0,liters,0.06086764054891545
1005,VillageCooperative,387120,KHEDA,GUJARAT,15.5934,72.7046,3628.0,liters,0.07579933847850055
1006,VillageCooperative,387620,KHEDA,GUJARAT,23.0995,73.163,4594.0,liters,0.05986068785372225
1007,VillageCooperative,387620,KHEDA,GUJARAT,23.0268,73.1689,3204.0,liters,0.08583021223470662
1008,VillageCooperative,387620,KHEDA,GUJARAT,23.0995,73.163,2328.0,liters,0.11812714776632302
1009,VillageCooperative,387620,KHEDA,GUJARAT,23.0995,73.163,1845.0,liters,0.14905149051490515
1010,VillageCooperative,387620,KHEDA,GUJARAT,15.5934,73.163,4658.0,liters,0.059038213825676256
1011,VillageCooperative,387620,KHEDA,GUJARAT,15.5934,73.163,2680.0,liters,0.10261194029850747
1012,VillageCooperative,387620,KHEDA,GUJARAT,15.5934,73.6611,3299.0,liters,0.08335859351318581
1013,VillageCooperative,387620,KHEDA,GUJARAT,15.5934,73.163,3030.0,liters,0.09075907590759076
1014,VillageCooperative,387620,KHEDA,GUJARAT,23.068608,73.190852,865.0,liters,0.3179190751445087
1015,VillageCooperative,387630,KHEDA,GUJARAT,15.5934,72.9928,3543.0,liters,0.07761783799040362
1016,VillageCooperative,387630,KHEDA,GUJARAT,15.5934,72.9928,4329.0,liters,0.06352506352506353
1017,VillageCooperative,387510,KHEDA,GUJARAT,15.5934,71.7182,3916.0,liters,0.0702247191011236
1018,VillageCooperative,387610,KHEDA,GUJARAT,15.5934,72.9689,3517.0,liters,0.07819164060278647
1019,VillageCooperative,387610,KHEDA,GUJARAT,15.5934,72.9689,952.0,liters,0.28886554621848737
1020,VillageCooperative,387635,KHEDA,GUJARAT,15.5934,72.7657,906.0,liters,0.30353200883002207
1021,VillageCooperative,387320,KHEDA,GUJARAT,15.5934,74.1142,3123.0,liters,0.08805635606788345
1022,VillageCooperative,387110,KHEDA,GUJARAT,15.5934,72.9882,4949.0,liters,0.05556678116791271
1023,VillageCooperative,387120,KHEDA,GUJARAT,22.8615,72.7046,790.0,liters,0.34810126582278483
1024,VillageCooperative,387120,KHEDA,GUJARAT,15.5934,83.8766,3828.0,liters,0.07183908045977011
1025,VillageCooperative,387620,KHEDA,GUJARAT,15.5934,73.1722,4738.0,liters,0.05804136766568172
1026,VillageCooperative,387620,KHEDA,GUJARAT,15.5934,73.163,4776.0,liters,0.05757956448911223
1027,VillageCooperative,387620,KHEDA,GUJARAT,15.5934,83.6792,3171.0,liters,0.08672343109429202
1028,VillageCooperative,387620,KHEDA,GUJARAT,15.5934,73.163,3810.0,liters,0.07217847769028872
1029,VillageCooperative,387620,KHEDA,GUJARAT,15.5934,73.4328,2382.0,liters,0.11544920235096558
1030,VillageCooperative,387630,KHEDA,GUJARAT,22.8982,72.9928,1796.0,liters,0.15311804008908686
1031,VillageCooperative,387630,KHEDA,GUJARAT,15.5934,78.9495,1308.0,liters,0.21024464831804282
1032,VillageCooperative,387640,KHEDA,GUJARAT,15.5934,73.1325,4370.0,liters,0.06292906178489703
1033,VillageCooperative,387640,KHEDA,GUJARAT,15.5934,72.992,2691.0,liters,0.10219249349684133
1034,VillageCooperative,387640,KHEDA,GUJARAT,15.5934,73.1325,545.0,liters,0.5045871559633027
1035,VillageCooperative,387520,KHEDA,GUJARAT,38.751001,72.664,4078.0,liters,0.0674350171652771
1036,Retail,394510,SURAT,GUJARAT,21.175602,72.736316,,,
1037,Retail,394550,SURAT,GUJARAT,21.170369,72.789243,,,
1038,Retail,394540,SURAT,GUJARAT,21.3784,72.75395,,,
1039,Retail,394540,SURAT,GUJARAT,21.4161815,72.7590461,,,
1040,Retail,394540,SURAT,GUJARAT,21.2551933,72.9327616,,,
1041,Retail,394517,SURAT,GUJARAT,21.274492,72.75848,,,
1042,Retail,394517,SURAT,GUJARAT,21.215241,72.660943,,,
1043,Retail,395009,SURAT,GUJARAT,21.192571,72.799736,,,
1044,Retail,395009,SURAT,GUJARAT,21.21086,72.771334,,,
1045,Retail,394540,SURAT,GUJARAT,21.414126,72.818313,,,
1046,Retail,394540,SURAT,GUJARAT,21.373836,72.743704,,,
1047,Retail,394540,SURAT,GUJARAT,21.335082,72.622509,,,
1048,Retail,394540,SURAT,GUJARAT,21.274977,72.708238,,,
1049,Retail,394540,SURAT,GUJARAT,21.424478,72.731883,,,
1050,Retail,394540,SURAT,GUJARAT,21.070833,72.908434,,,
1051,Retail,394540,SURAT,GUJARAT,21.36655,72.715627,,,
1052,Retail,394540,SURAT,GUJARAT,21.382339,72.879609,,,
1053,Retail,394540,SURAT,GUJARAT,21.8,79.8,,,
1054,Retail,395005,SURAT,GUJARAT,21.223097,72.708238,,,
1055,Retail,394510,SURAT,GUJARAT,21.185944,72.710224,,,
1056,Retail,394510,SURAT,GUJARAT,21.179965,72.71612,,,
1057,Retail,394510,SURAT,GUJARAT,21.202003,72.778167,,,
1058,Retail,394235,SURAT,GUJARAT,20.839472,72.976027,,,
1059,Retail,394235,SURAT,GUJARAT,21.825733,76.352571,,,
1060,Retail,394235,SURAT,GUJARAT,21.354746,72.96082,,,
1061,Retail,394530,SURAT,GUJARAT,21.356461,72.654291,,,
1062,Retail,394530,SURAT,GUJARAT,21.358009,72.675724,,,
1063,Retail,394530,SURAT,GUJARAT,19.884219,75.334354,,,
1064,Retail,394530,SURAT,GUJARAT,21.388163,72.676695,,,
1065,Retail,394517,SURAT,GUJARAT,21.196355,72.659465,,,
1066,Retail,394517,SURAT,GUJARAT,21.187243,72.661839,,,
1067,VillageCooperative,387130,KHEDA,GUJARAT,23.2982,73.1972,3735.0,liters,0.07362784471218206
1068,VillageCooperative,387130,KHEDA,GUJARAT,15.5934,73.1972,3210.0,liters,0.08566978193146417
1069,VillageCooperative,387130,KHEDA,GUJARAT,15.5934,73.1972,1497.0,liters,0.18370073480293922
1070,VillageCooperative,387130,KHEDA,GUJARAT,15.5934,73.1972,4011.0,liters,0.06856145599601098
1071,VillageCooperative,387340,KHEDA,GUJARAT,15.5934,73.5033,2001.0,liters,0.1374312843578211
1072,VillageCooperative,387335,KHEDA,GUJARAT,15.5934,70.3971,1888.0,liters,0.14565677966101695
1073,VillageCooperative,387530,KHEDA,GUJARAT,15.5934,72.5757,3030.0,liters,0.09075907590759076
1074,VillageCooperative,387530,KHEDA,GUJARAT,15.5934,72.5757,3816.0,liters,0.0720649895178197
1075,VillageCooperative,387530,KHEDA,GUJARAT,15.5934,72.5757,1330.0,liters,0.20676691729323307
1076,VillageCooperative,387530,KHEDA,GUJARAT,15.5934,72.5757,925.0,liters,0.2972972972972973
1077,VillageCooperative,387540,KHEDA,GUJARAT,23.0323441,73.0421235,1440.0,liters,0.1909722222222222
1078,Retail,394540,SURAT,GUJARAT,21.07617,72.90285,,,
1079,VillageCooperative,387130,KHEDA,GUJARAT,23.2982,73.1972,3410.0,liters,0.08064516129032258
1080,VillageCooperative,387130,KHEDA,GUJARAT,23.2982,73.1972,4750.0,liters,0.05789473684210526
1081,VillageCooperative,387335,KHEDA,GUJARAT,15.5934,72.3468,1122.0,liters,0.24509803921568626
1082,VillageCooperative,387335,KHEDA,GUJARAT,15.5934,72.3468,4098.0,liters,0.06710590531966813
1083,VillageCooperative,387335,KHEDA,GUJARAT,15.5934,76.9183,4633.0,liters,0.059356788258148066
1084,VillageCooperative,387335,KHEDA,GUJARAT,15.5934,72.3468,1208.0,liters,0.22764900662251655
1085,VillageCooperative,387335,KHEDA,GUJARAT,15.5934,73.4817,4040.0,liters,0.06806930693069307
1086,VillageCooperative,387335,KHEDA,GUJARAT,15.5934,79.6402,4364.0,liters,0.06301558203483043
1087,VillageCooperative,387530,KHEDA,GUJARAT,15.5934,72.5757,4021.0,liters,0.06839094752549117
1088,VillageCooperative,387540,KHEDA,GUJARAT,15.5934,78.5681,779.0,liters,0.35301668806161746
1089,VillageCooperative,387530,ANAND,GUJARAT,15.5934,72.5757,3816.0,liters,0.0720649895178197
1090,Retail,387530,ANAND,GUJARAT,15.5934,72.5757,,,
1091,VillageCooperative,388365,ANAND,GUJARAT,22.4833,72.7167,4785.0,liters,0.05747126436781609
1092,Retail,388365,ANAND,GUJARAT,22.4833,72.7167,,,
1093,VillageCooperative,388245,KHEDA,GUJARAT,22.8428,73.3532,4951.0,liters,0.055544334477883255
1094,VillageCooperative,388250,KHEDA,GUJARAT,22.8134,73.2942,2678.0,liters,0.10268857356235997
1095,VillageCooperative,388250,KHEDA,GUJARAT,22.7769,73.1969,3240.0,liters,0.08487654320987655
1096,VillageCooperative,387520,KHEDA,GUJARAT,15.5934,72.664,1765.0,liters,0.1558073654390935
1097,VillageCooperative,387130,KHEDA,GUJARAT,15.5934,73.1972,3673.0,liters,0.07487067791995644
1098,VillageCooperative,387130,KHEDA,GUJARAT,15.5934,73.1972,2380.0,liters,0.11554621848739496
1099,VillageCooperative,387130,KHEDA,GUJARAT,15.5934,73.4174,698.0,liters,0.3939828080229226
1100,VillageCooperative,387130,KHEDA,GUJARAT,15.5934,73.6348,4480.0,liters,0.06138392857142857
1101,VillageCooperative,387335,KHEDA,GUJARAT,23.1295,72.3468,4454.0,liters,0.06174225415356983
1102,VillageCooperative,387335,KHEDA,GUJARAT,15.5934,75.5736,731.0,liters,0.3761969904240766
1103,VillageCooperative,387335,KHEDA,GUJARAT,15.5934,72.3468,3125.0,liters,0.088
1104,VillageCooperative,387530,KHEDA,GUJARAT,22.9474,72.5757,1618.0,liters,0.1699629171817058
1105,VillageCooperative,387530,KHEDA,GUJARAT,15.5934,88.6066,4281.0,liters,0.06423732772716655
1106,Retail,394550,SURAT,GUJARAT,21.081158,72.728927,,,
1107,Retail,394517,SURAT,GUJARAT,21.182211,72.6423,,,
1108,Retail,394540,SURAT,GUJARAT,21.396723,72.748876,,,
1109,Retail,394540,SURAT,GUJARAT,21.462669,73.279485,,,
1110,Retail,394540,SURAT,GUJARAT,21.3784,72.75395,,,
1111,Retail,394540,SURAT,GUJARAT,21.369849,73.332552,,,
1112,VillageCooperative,383422,SABAR KANTHA,GUJARAT,24.399578,73.034624,1612.0,liters,0.1705955334987593
1113,VillageCooperative,383422,SABAR KANTHA,GUJARAT,24.367574,73.031673,3889.0,liters,0.07071226536384674
1114,VillageCooperative,383205,SABAR KANTHA,GUJARAT,23.356662,72.881086,4407.0,liters,0.06240072611754028
1115,VillageCooperative,383205,SABAR KANTHA,GUJARAT,23.417712,72.937198,1234.0,liters,0.22285251215559157
1116,VillageCooperative,383205,SABAR KANTHA,GUJARAT,23.376902,72.817575,3395.0,liters,0.08100147275405008
1117,VillageCooperative,383270,SABAR KANTHA,GUJARAT,24.099162,73.00732,2478.0,liters,0.11097659402744149
1118,VillageCooperative,383270,SABAR KANTHA,GUJARAT,24.247325,73.037576,3067.0,liters,0.08966416693837627
1119,VillageCooperative,383270,SABAR KANTHA,GUJARAT,24.13324,72.99366,606.0,liters,0.4537953795379538
1120,VillageCooperative,383276,SABAR KANTHA,GUJARAT,23.533062,73.170363,4413.0,liters,0.06231588488556537
1121,VillageCooperative,383120,SABAR KANTHA,GUJARAT,23.505976,72.845845,4560.0,liters,0.06030701754385965
1122,VillageCooperative,383210,SABAR KANTHA,GUJARAT,23.464323,72.986654,4914.0,liters,0.05596255596255596
1123,VillageCooperative,383210,SABAR KANTHA,GUJARAT,23.456268,72.97263,919.0,liters,0.2992383025027203
1124,VillageCooperative,383246,SABAR KANTHA,GUJARAT,23.934633,73.30602,1074.0,liters,0.25605214152700184
1125,VillageCooperative,383246,SABAR KANTHA,GUJARAT,23.901389,73.344343,2620.0,liters,0.1049618320610687
1126,VillageCooperative,383215,SABAR KANTHA,GUJARAT,23.284445,72.931292,943.0,liters,0.2916224814422057
1127,VillageCooperative,383215,SABAR KANTHA,GUJARAT,23.443416,72.96082,695.0,liters,0.39568345323741005
1128,VillageCooperative,383215,SABAR KANTHA,GUJARAT,23.306039,72.996524,3641.0,liters,0.0755287009063444
1129,VillageCooperative,383215,SABAR KANTHA,GUJARAT,23.318463,72.951962,4831.0,liters,0.05692403229145104
1130,VillageCooperative,387130,KHEDA,GUJARAT,23.6022,80.2274,508.0,liters,0.5413385826771654
1131,VillageCooperative,387130,KHEDA,GUJARAT,15.5934,73.1972,4743.0,liters,0.057980181319839764
1132,Retail,365480,RAJKOT,GUJARAT,21.6886582,70.7822635,,,
1133,VillageCooperative,383230,SABAR KANTHA,GUJARAT,23.803855,72.873702,966.0,liters,0.28467908902691513
1134,VillageCooperative,383230,SABAR KANTHA,GUJARAT,23.848435,72.835301,705.0,liters,0.3900709219858156
1135,VillageCooperative,383230,SABAR KANTHA,GUJARAT,23.839482,72.864102,1621.0,liters,0.16964836520666254
1136,VillageCooperative,383235,SABAR KANTHA,GUJARAT,23.987178,72.899283,1759.0,liters,0.1563388288800455
1137,VillageCooperative,383235,SABAR KANTHA,GUJARAT,23.99649,73.019496,546.0,liters,0.5036630036630036
1138,VillageCooperative,385330,BANAS KANTHA,GUJARAT,24.083883,71.778668,1240.0,liters,0.2217741935483871
1139,VillageCooperative,385310,BANAS KANTHA,GUJARAT,24.616765,72.061784,2441.0,liters,0.11265874641540352
1140,VillageCooperative,385310,BANAS KANTHA,GUJARAT,24.649172,72.040891,2249.0,liters,0.12227656736327257
1141,VillageCooperative,385310,BANAS KANTHA,GUJARAT,24.57281,72.074736,2766.0,liters,0.09942154736080984
1142,VillageCooperative,385310,BANAS KANTHA,GUJARAT,24.597185,71.974677,3780.0,liters,0.07275132275132275
1143,VillageCooperative,385310,BANAS KANTHA,GUJARAT,24.573841,72.13468,2525.0,liters,0.10891089108910891
1144,VillageCooperative,385566,BANAS KANTHA,GUJARAT,24.413356,71.537863,1861.0,liters,0.1477700161203654
1145,VillageCooperative,385566,BANAS KANTHA,GUJARAT,24.555484,71.484849,2363.0,liters,0.11637748624629708
1146,VillageCooperative,385566,BANAS KANTHA,GUJARAT,24.573466,71.596886,2517.0,liters,0.10925705204608661
1147,VillageCooperative,385566,BANAS KANTHA,GUJARAT,24.458064,71.458415,622.0,liters,0.44212218649517687
1148,VillageCooperative,385535,BANAS KANTHA,GUJARAT,24.102338,72.050195,1718.0,liters,0.160069848661234
1149,VillageCooperative,385535,BANAS KANTHA,GUJARAT,24.335631,71.763731,2035.0,liters,0.13513513513513514
1150,VillageCooperative,385535,BANAS KANTHA,GUJARAT,24.329426,72.135477,3677.0,liters,0.07478923035082947
1151,VillageCooperative,385535,BANAS KANTHA,GUJARAT,72.044568,24.254708,909.0,liters,0.3025302530253025
1152,VillageCooperative,385535,BANAS KANTHA,GUJARAT,24.278834000000003,72.066784,1933.0,liters,0.14226590791515778
1153,VillageCooperative,385535,BANAS KANTHA,GUJARAT,24.382438,72.170668,2226.0,liters,0.12353998203054807
1154,VillageCooperative,385535,BANAS KANTHA,GUJARAT,24.413058,72.111554,4575.0,liters,0.060109289617486336
1155,VillageCooperative,385515,BANAS KANTHA,GUJARAT,24.091182,72.227106,1444.0,liters,0.1904432132963989
1156,VillageCooperative,385535,BANAS KANTHA,GUJARAT,24.294009,72.237167,1343.0,liters,0.20476545048399106
1157,VillageCooperative,385535,BANAS KANTHA,GUJARAT,24.238259,72.258145,2999.0,liters,0.0916972324108036
1158,VillageCooperative,385535,BANAS KANTHA,GUJARAT,24.419633,72.224168,2903.0,liters,0.09472959007922839
1159,VillageCooperative,385535,BANAS KANTHA,GUJARAT,24.090752,72.098776,2041.0,liters,0.1347378735913768
1160,VillageCooperative,385535,BANAS KANTHA,GUJARAT,24.315705,71.811177,3170.0,liters,0.08675078864353312
1161,VillageCooperative,385310,BANAS KANTHA,GUJARAT,24.454964,71.928421,738.0,liters,0.37262872628726285
1162,VillageCooperative,385310,BANAS KANTHA,GUJARAT,24.485022,72.050049,4777.0,liters,0.05756751099016119
1163,VillageCooperative,385310,BANAS KANTHA,GUJARAT,24.493007,72.094158,1408.0,liters,0.1953125
1164,VillageCooperative,385566,BANAS KANTHA,GUJARAT,24.662904,71.496306,2136.0,liters,0.12874531835205993
1165,VillageCooperative,388255,KHEDA,GUJARAT,22.750651,72.68466599999999,2965.0,liters,0.09274873524451939
1166,VillageCooperative,388220,KHEDA,GUJARAT,22.7057,73.1517,1591.0,liters,0.17284726587052168
1167,VillageCooperative,388220,KHEDA,GUJARAT,22.7276,73.1143,4100.0,liters,0.06707317073170732
1168,Retail,394317,SURAT,GUJARAT,21.7438066,73.0109966,,,
1169,VillageCooperative,385566,BANAS KANTHA,GUJARAT,24.630176,71.634703,788.0,liters,0.3489847715736041
1170,VillageCooperative,385566,BANAS KANTHA,GUJARAT,24.604416,71.483604,3052.0,liters,0.09010484927916121
1171,VillageCooperative,385535,BANAS KANTHA,GUJARAT,24.354767,72.171005,940.0,liters,0.2925531914893617
1172,VillageCooperative,385535,BANAS KANTHA,GUJARAT,24.341703,72.22408,586.0,liters,0.46928327645051193
1173,VillageCooperative,385535,BANAS KANTHA,GUJARAT,24.371149,72.126465,3510.0,liters,0.07834757834757834
1174,VillageCooperative,385535,BANAS KANTHA,GUJARAT,24.282763,71.984384,2189.0,liters,0.12562814070351758
1175,VillageCooperative,385535,BANAS KANTHA,GUJARAT,24.263921,72.147849,1872.0,liters,0.1469017094017094
1176,VillageCooperative,385535,BANAS KANTHA,GUJARAT,24.432965,72.187935,1647.0,liters,0.16697024893746204
1177,VillageCooperative,385515,BANAS KANTHA,GUJARAT,24.101436,72.303208,2176.0,liters,0.12637867647058823
1178,VillageCooperative,385515,BANAS KANTHA,GUJARAT,24.095075,72.274869,2133.0,liters,0.12892639474917955
1179,VillageCooperative,385515,BANAS KANTHA,GUJARAT,24.163246,72.234544,4947.0,liters,0.05558924600768142
1180,VillageCooperative,385535,BANAS KANTHA,GUJARAT,24.396717,72.077856,3167.0,liters,0.08683296495105779
1181,VillageCooperative,385535,BANAS KANTHA,GUJARAT,24.243794,72.174193,1302.0,liters,0.21121351766513058
1182,VillageCooperative,385535,BANAS KANTHA,GUJARAT,24.108703,72.129814,4659.0,liters,0.059025541961794374
1183,VillageCooperative,385535,BANAS KANTHA,GUJARAT,24.304523,72.026101,2136.0,liters,0.12874531835205993
1184,VillageCooperative,385515,BANAS KANTHA,GUJARAT,24.158457,72.30795,4431.0,liters,0.06206273978785827
1185,VillageCooperative,385515,BANAS KANTHA,GUJARAT,24.111094,72.252664,1335.0,liters,0.20599250936329588
1186,VillageCooperative,385515,BANAS KANTHA,GUJARAT,24.074767,72.28523,3368.0,liters,0.08165083135391923
1187,VillageCooperative,385535,BANAS KANTHA,GUJARAT,24.09196,72.14194,4906.0,liters,0.05605381165919283
1188,VillageCooperative,383422,SABAR KANTHA,GUJARAT,24.317618,73.022817,2818.0,liters,0.09758694109297374
1189,VillageCooperative,383422,SABAR KANTHA,GUJARAT,24.320479,73.072993,2035.0,liters,0.13513513513513514
1190,VillageCooperative,383422,SABAR KANTHA,GUJARAT,24.372482,72.999201,3194.0,liters,0.08609893550407013
1191,VillageCooperative,383422,SABAR KANTHA,GUJARAT,24.335776,73.118733,658.0,liters,0.41793313069908816
1192,VillageCooperative,383205,SABAR KANTHA,GUJARAT,23.383363,72.769989,973.0,liters,0.28263103802672146
1193,VillageCooperative,383205,SABAR KANTHA,GUJARAT,23.348448,72.827176,1969.0,liters,0.13966480446927373
1194,VillageCooperative,383205,SABAR KANTHA,GUJARAT,23.391033,72.827915,2024.0,liters,0.1358695652173913
1195,VillageCooperative,383205,SABAR KANTHA,GUJARAT,23.397623,72.873702,4657.0,liters,0.059050891131629805
1196,VillageCooperative,383205,SABAR KANTHA,GUJARAT,23.429427,72.900284,2931.0,liters,0.09382463323097918
1197,VillageCooperative,383270,SABAR KANTHA,GUJARAT,24.118677,72.951224,2902.0,liters,0.09476223294279806
1198,VillageCooperative,383270,SABAR KANTHA,GUJARAT,24.059984,72.954177,3135.0,liters,0.08771929824561403
1199,VillageCooperative,383270,SABAR KANTHA,GUJARAT,24.228621,73.012486,1891.0,liters,0.14542570068746694
1200,Retail,394310,SURAT,GUJARAT,21.0834125,72.9873844,,,
1201,Retail,394310,SURAT,GUJARAT,21.08885,72.97735,,,
1202,Retail,394310,SURAT,GUJARAT,21.08885,72.97735,,,
1203,Retail,396510,SURAT,GUJARAT,20.8462316,73.2656569,,,
1204,Retail,396510,SURAT,GUJARAT,20.8306,73.24691,,,
1205,Retail,396510,SURAT,GUJARAT,20.8306,73.24691,,,
1206,Retail,394140,SURAT,GUJARAT,21.2541727,73.3022162,,,
1207,Retail,394305,SURAT,GUJARAT,21.0834145,72.9873824,,,
1208,Retail,394305,SURAT,GUJARAT,21.3079781,72.9549069,,,
1209,Retail,394651,SURAT,GUJARAT,21.11715,73.1432,,,
1210,VillageCooperative,388220,ANAND,GUJARAT,22.6962,73.0309,4212.0,liters,0.06528964862298195
1211,Retail,388220,ANAND,GUJARAT,22.6962,73.0309,,,
1212,VillageCooperative,388220,ANAND,GUJARAT,22.6671,73.0959,4275.0,liters,0.06432748538011696
1213,Retail,388220,ANAND,GUJARAT,22.6671,73.0959,,,
1214,VillageCooperative,388370,ANAND,GUJARAT,22.5244,72.9949,523.0,liters,0.5258126195028681
1215,Retail,388370,ANAND,GUJARAT,22.5244,72.9949,,,
1216,VillageCooperative,383422,SABAR KANTHA,GUJARAT,24.310671,73.037576,975.0,liters,0.28205128205128205
1217,VillageCooperative,383422,SABAR KANTHA,GUJARAT,24.462568,73.081847,1180.0,liters,0.2330508474576271
1218,VillageCooperative,383422,SABAR KANTHA,GUJARAT,24.358162,73.176263,4051.0,liters,0.06788447296963712
1219,VillageCooperative,383205,SABAR KANTHA,GUJARAT,23.437578,72.844062,3892.0,liters,0.07065775950668036
1220,VillageCooperative,383205,SABAR KANTHA,GUJARAT,23.365154,72.841209,1948.0,liters,0.14117043121149897
1221,VillageCooperative,383205,SABAR KANTHA,GUJARAT,23.364929,72.788029,4088.0,liters,0.06727005870841488
1222,VillageCooperative,383205,SABAR KANTHA,GUJARAT,23.407656,72.822006,4078.0,liters,0.0674350171652771
1223,VillageCooperative,383205,SABAR KANTHA,GUJARAT,23.446248,72.902499,3237.0,liters,0.08495520543713314
1224,VillageCooperative,383270,SABAR KANTHA,GUJARAT,24.264231,73.084798,3206.0,liters,0.08577666874610106
1225,VillageCooperative,383270,SABAR KANTHA,GUJARAT,24.149936,73.016913,1456.0,liters,0.18887362637362637
1226,VillageCooperative,383270,SABAR KANTHA,GUJARAT,24.136153,73.012855,1818.0,liters,0.15126512651265125
1227,VillageCooperative,383270,SABAR KANTHA,GUJARAT,24.25702,73.047152,1083.0,liters,0.25392428439519854
1228,VillageCooperative,383276,SABAR KANTHA,GUJARAT,23.556179,73.164847,540.0,liters,0.5092592592592593
1229,VillageCooperative,383276,SABAR KANTHA,GUJARAT,23.571482,73.152662,929.0,liters,0.2960172228202368
1230,VillageCooperative,383120,SABAR KANTHA,GUJARAT,23.511835,72.928339,928.0,liters,0.2963362068965517
1231,VillageCooperative,383120,SABAR KANTHA,GUJARAT,23.541371,72.947533,2507.0,liters,0.10969285999202234
1232,VillageCooperative,383246,SABAR KANTHA,GUJARAT,23.912557,73.289516,3503.0,liters,0.07850413930916357
1233,VillageCooperative,383215,SABAR KANTHA,GUJARAT,23.283865,72.951962,1563.0,liters,0.17594369801663468
1234,VillageCooperative,383215,SABAR KANTHA,GUJARAT,23.306891,72.938674,990.0,liters,0.2777777777777778
1235,VillageCooperative,383215,SABAR KANTHA,GUJARAT,23.347868,72.931292,667.0,liters,0.4122938530734633
1236,VillageCooperative,383215,SABAR KANTHA,GUJARAT,23.32264,72.86041,3603.0,liters,0.07632528448515126
1237,VillageCooperative,383230,SABAR KANTHA,GUJARAT,23.800245,72.949748,540.0,liters,0.5092592592592593
1238,VillageCooperative,383230,SABAR KANTHA,GUJARAT,23.811301,72.920218,2537.0,liters,0.1083957430035475
1239,VillageCooperative,383235,SABAR KANTHA,GUJARAT,23.911659,72.985916,3775.0,liters,0.0728476821192053
1240,VillageCooperative,383235,SABAR KANTHA,GUJARAT,23.904423,72.979273,2091.0,liters,0.13151602104256338
1241,VillageCooperative,383235,SABAR KANTHA,GUJARAT,23.963711,73.025769,3889.0,liters,0.07071226536384674
1242,VillageCooperative,383235,SABAR KANTHA,GUJARAT,23.973212,72.94458,3200.0,liters,0.0859375
1243,VillageCooperative,383421,SABAR KANTHA,GUJARAT,23.755575,73.114121,1477.0,liters,0.18618821936357483
1244,VillageCooperative,383421,SABAR KANTHA,GUJARAT,23.756478,73.079338,3781.0,liters,0.07273208145993124
1245,VillageCooperative,383225,SABAR KANTHA,GUJARAT,23.7158,72.8961,1509.0,liters,0.18223989396951623
1246,VillageCooperative,383225,SABAR KANTHA,GUJARAT,23.75,72.8423,4207.0,liters,0.06536724506774423
1247,VillageCooperative,383030,SABAR KANTHA,GUJARAT,23.5656,73.1261,2790.0,liters,0.0985663082437276
1248,VillageCooperative,383030,SABAR KANTHA,GUJARAT,23.6069,73.121683,3972.0,liters,0.06923464249748237
1249,VillageCooperative,383305,SABAR KANTHA,GUJARAT,23.4198,73.008,4929.0,liters,0.055792249949279775
1250,VillageCooperative,383305,SABAR KANTHA,GUJARAT,23.4121,73.0169,1827.0,liters,0.150519978106185
1251,VillageCooperative,383305,SABAR KANTHA,GUJARAT,23.3659,73.01151,961.0,liters,0.2861602497398543
1252,VillageCooperative,383305,SABAR KANTHA,GUJARAT,23.364,72.9726,3608.0,liters,0.07621951219512195
1253,VillageCooperative,383305,SABAR KANTHA,GUJARAT,23.4042,73.0667,4794.0,liters,0.057363370880267
1254,VillageCooperative,383305,SABAR KANTHA,GUJARAT,23.3915,73.0752,2984.0,liters,0.09215817694369974
1255,VillageCooperative,383430,SABAR KANTHA,GUJARAT,23.8889,72.95712,1791.0,liters,0.15354550530429928
1256,VillageCooperative,383430,SABAR KANTHA,GUJARAT,23.8544,73.015438,3473.0,liters,0.07918226317304923
1257,VillageCooperative,383430,SABAR KANTHA,GUJARAT,23.851823,72.896592,4438.0,liters,0.06196484903109509
1258,VillageCooperative,383110,SABAR KANTHA,GUJARAT,23.746318,73.027245,958.0,liters,0.2870563674321503
1259,VillageCooperative,383110,SABAR KANTHA,GUJARAT,23.750308,72.9859,4067.0,liters,0.06761740840914679
